,Age,Employment_Type,Annual_Income,Credit_Score,Loan_Amount,Loan_Term_Months,Loan_Purpose,Debt_to_Income_Ratio,Loan_Status
1164,55,3,0,370,500,12,5,0.8,0
1165,54,0,110000,800,80000,120,3,0.24,1
1166,61,1,170000,830,85000,120,0,0.11,1
1167,64,1,200000,840,100000,120,0,0.08,1
1168,59,3,6000,470,1200,12,5,0.68,0
1169,38,0,71000,690,40000,60,1,0.4,1
1170,23,3,0,320,500,12,5,0.77,0
1171,20,2,0,500,1000,12,2,0.0,0
1172,55,1,85000,730,25000,84,0,0.36,1
1173,59,0,90000,675,65000,84,1,0.7,0
1174,44,0,88000,710,27000,72,1,0.28,1
1175,53,0,105300,800,52700,108,3,0.16,1
1176,48,0,65000,670,30000,84,3,0.37,1
1177,36,0,72000,610,40000,72,3,0.49,0
1178,36,0,78000,715,25000,48,1,0.3,1
1179,24,2,2000,640,10000,96,2,0.3,1
1180,66,0,120000,785,24000,70,3,0.12,1
1181,56,1,70000,710,40000,84,3,0.38,0
1182,31,3,500,360,900,12,5,0.76,0
1183,20,2,3000,470,600,12,5,0.69,0
1184,29,3,3000,370,15000,35,5,0.78,0
1185,44,0,80000,730,22000,48,4,0.27,1
1186,31,3,0,360,500,12,4,0.77,0
1187,20,3,2000,480,5000,24,5,0.75,0
1188,34,2,10000,560,2000,24,2,0.35,0
1189,57,0,120100,840,60100,108,3,0.13,1
1190,20,3,2000,500,5000,12,4,0.6,0
1191,28,1,80000,670,30000,60,0,0.42,0
1192,38,0,75000,695,21000,60,1,0.29,1
1193,47,0,50000,600,15000,90,2,0.5,0
1194,54,0,45000,610,22000,60,1,0.54,0
1195,39,1,78000,685,45000,96,0,0.48,0
1196,49,1,75000,710,18000,72,1,0.25,1
1197,34,0,140000,795,50000,60,3,0.19,1
1198,54,0,90000,750,45000,72,1,0.25,1
1199,35,3,10000,520,3000,36,5,0.55,0
1200,59,1,40000,670,38000,84,0,0.58,0
1201,50,1,125000,760,62500,96,5,0.16,1
1202,59,0,68000,790,10000,24,4,0.19,1
1203,53,3,1000,380,500,12,5,0.75,0
1204,27,0,68000,700,15000,36,5,0.19,1
1205,65,3,12000,620,10000,24,4,0.75,0
1206,68,3,25000,700,7000,24,5,0.2,1
1207,42,1,90000,670,30000,60,3,0.35,1
1208,44,0,70000,690,15000,48,1,0.38,1
1209,55,0,90000,710,25000,60,0,0.31,1
1210,43,0,105000,715,40000,72,3,0.29,1
1211,38,0,70000,670,30000,60,4,0.35,1
1212,24,3,1000,510,4000,12,5,0.68,0
1213,20,2,8000,610,6000,36,2,0.35,0
1214,56,3,1500,470,800,24,4,0.65,0
1215,21,2,6000,520,2000,24,2,0.58,0
1217,21,2,6500,530,1000,24,2,0.59,0
1218,58,0,111000,775,37000,96,1,0.2,1
1219,23,2,0,530,1300,12,2,0.3,0
1221,59,1,75000,615,60000,60,0,0.49,0
1222,32,0,68000,660,16000,48,5,0.42,0
1223,36,0,120000,790,35000,60,0,0.2,1
1224,38,0,62000,640,15000,48,2,0.37,1
1225,58,0,140000,820,50000,84,3,0.1,1
1226,49,0,130000,800,65000,108,3,0.11,1
1227,33,0,65000,690,15000,48,1,0.31,1
1228,24,0,45000,680,15000,36,5,0.29,1
1229,67,0,125000,700,70000,84,0,0.35,1
1230,26,2,0,620,6000,36,2,0.75,0
1231,68,0,60000,760,10000,24,4,0.1,1
1232,65,3,5000,450,1000,24,5,0.65,0
1233,34,2,16000,640,2000,36,2,0.3,1
1234,29,0,68000,700,18000,36,3,0.26,1
1235,46,0,55000,630,22000,36,4,0.55,0
1236,52,1,195000,820,50000,108,3,0.11,1
1237,20,2,0,400,500,12,2,0.05,0
1238,31,3,1000,350,1000,12,4,0.75,0
1239,20,2,1500,500,500,12,2,0.65,0
1240,20,2,0,660,5000,36,2,0.0,0
1241,39,1,72000,700,19000,48,0,0.35,0
1242,49,1,45678,630,10000,36,1,0.42,0
1243,29,3,10000,560,8000,36,4,0.7,0
1244,57,0,110000,790,58000,96,3,0.17,1
1245,32,1,58000,600,25000,60,5,0.52,0
1246,21,3,0,500,7000,24,4,0.78,0
1247,20,3,1000,350,500,12,5,0.8,0
1248,25,2,25000,690,10000,36,2,0.18,1
1249,42,1,75000,700,22500,60,4,0.32,1
1250,24,2,10000,590,4000,24,5,0.5,0
1251,58,0,100000,760,80000,96,3,0.19,1
1252,67,0,65000,740,10000,12,3,0.12,1
1253,58,0,112000,775,37000,96,1,0.2,1
1254,25,2,18000,630,8500,36,2,0.26,1
1255,55,0,80000,730,30000,72,3,0.26,1
1256,63,3,0,300,500,12,4,0.78,0
1257,25,0,35000,600,12000,36,5,0.38,0
1258,60,0,85000,700,40000,72,5,0.28,1
1259,44,0,160000,820,55000,60,3,0.14,1
1260,55,3,8500,470,2200,24,4,0.61,0
1261,37,0,98000,760,45000,60,0,0.21,1
1262,46,1,80000,735,24000,60,0,0.28,1
1263,31,2,10000,590,4000,12,2,0.58,0
1264,52,0,135000,810,67000,120,0,0.13,1
1265,36,0,88000,690,35000,60,3,0.48,0
1266,69,3,0,310,1000,12,4,0.8,0
1267,59,0,98000,780,35000,60,3,0.26,1
1268,59,0,150000,760,15000,24,5,0.15,1
1269,40,0,90000,740,28000,48,0,0.32,1
1270,54,0,115000,770,70000,84,3,0.2,1
1271,23,2,8000,620,3000,24,2,0.23,1
1272,59,0,145000,750,85000,108,3,0.32,1
1273,35,3,0,310,500,12,5,0.76,0
1274,24,2,1000,480,2000,24,5,0.68,0
1275,55,3,9000,580,2500,12,4,0.65,0
1276,22,3,7500,450,3000,12,4,0.6,0
1277,31,0,56000,680,12000,36,5,0.33,0
1278,29,0,45000,605,20000,48,5,0.54,0
1279,62,0,92000,720,22000,36,4,0.24,1
1280,29,0,107771,719,85324,84,2,0.48,1
1281,58,0,158652,828,81765,96,3,0.26,1
1282,53,1,100000,720,70000,72,3,0.26,1
1283,63,0,130000,830,25000,48,3,0.14,1
1284,38,1,69000,700,18000,48,0,0.37,0
1285,55,0,142784,816,77334,108,3,0.27,1
1286,38,0,60000,650,12000,36,2,0.45,1
1287,55,0,55000,620,18000,60,4,0.42,0
1288,43,3,0,350,800,12,5,0.79,0
1289,48,1,112450,715,68300,72,0,0.35,1
1290,57,0,70000,710,30000,72,5,0.32,1
1291,37,0,55000,695,11000,48,4,0.31,1
1292,37,1,78000,725,19000,72,0,0.23,1
1293,25,2,12000,610,7000,36,2,0.15,1
1294,20,2,0,300,500,12,5,0.79,0
1295,60,1,38000,510,8500,24,5,0.66,0
1296,36,0,80000,700,25000,60,1,0.3,1
1297,35,1,72000,715,17000,60,0,0.28,1
1298,57,1,190000,820,350000,120,0,0.08,1
1299,36,1,65000,680,22000,48,0,0.36,1
1301,49,0,130000,820,60000,72,3,0.19,1
1302,61,0,140000,810,50000,96,1,0.18,1
1303,24,2,10000,580,3000,24,5,0.42,0
1304,34,3,0,600,5000,12,4,0.0,0
1305,30,0,50000,620,10000,36,5,0.45,1
1306,22,2,8000,550,1500,36,4,0.4,0
1307,31,3,1500,350,500,12,5,0.77,0
1308,28,1,42000,580,25000,60,0,0.55,0
1309,30,0,52000,670,12000,48,5,0.39,0
1310,33,0,70000,750,30000,72,3,0.27,1
1311,33,0,50000,680,10000,48,1,0.3,1
1312,23,0,35000,650,15000,36,1,0.43,0
1313,21,2,12000,650,25000,120,2,0.3,0
1314,68,0,78000,700,10000,12,3,0.28,1
1315,55,1,180000,800,40000,60,3,0.18,1
1316,59,1,25000,610,5000,24,5,0.52,0
1317,43,1,100000,750,50000,72,0,0.2,1
1318,59,1,38000,550,20000,48,4,0.68,0
1319,25,2,5000,510,2000,24,2,0.6,0
1320,59,0,110000,770,33000,84,3,0.2,1
1321,22,3,8000,490,2500,18,4,0.7,0
1322,22,3,5000,530,8000,24,5,0.78,0
1323,58,1,190000,830,80000,120,3,0.07,1
1324,22,2,9000,540,2000,12,1,0.58,0
1325,47,0,75000,730,30000,72,3,0.25,1
1326,26,1,35000,660,20000,48,0,0.35,0
1327,68,1,45000,560,10000,36,4,0.63,0
1328,52,0,105000,760,50000,60,3,0.2,1
1329,25,0,60000,700,15000,48,5,0.25,1
1330,36,1,130000,770,55000,108,0,0.19,1
1331,29,0,58000,700,12000,36,3,0.3,1
1332,49,1,82000,740,25000,72,0,0.27,1
1333,61,0,102500,815,60000,120,3,0.18,1
1334,52,0,78000,670,20000,60,2,0.39,1
1335,60,3,12000,640,6000,24,4,0.31,0
1336,49,0,105000,770,30000,48,1,0.22,1
1337,60,3,1000,300,500,12,5,0.8,0
1338,20,2,1000,520,1000,12,2,0.6,0
1339,51,0,140000,790,220000,120,3,0.19,1
1340,40,1,90000,720,25000,60,0,0.2,1
1341,63,0,101509,753,20301,65,3,0.19,1
1342,61,0,180000,820,50000,48,3,0.2,1
1343,35,2,30000,660,15000,60,2,0.3,1
1344,36,0,69000,705,18000,48,3,0.31,1
1345,38,0,150000,670,80000,72,1,0.45,0
1346,63,0,94000,790,20000,24,4,0.19,1
1347,61,3,500,420,1500,12,5,0.72,0
1348,38,0,72000,690,15000,36,5,0.27,1
1349,69,0,76000,740,12000,24,3,0.2,1
1350,54,0,110000,690,60000,72,3,0.39,1
1351,55,1,250000,810,100000,120,0,0.22,1
1352,59,0,112000,830,15000,24,3,0.15,1
1353,49,0,89000,740,27000,72,5,0.25,1
1354,32,0,120000,780,35000,60,1,0.18,1
1355,40,1,40000,590,12000,36,1,0.48,0
1356,43,0,110000,800,45000,96,3,0.15,1
1357,67,0,140000,780,210000,120,3,0.14,1
1358,65,0,60000,690,10000,36,4,0.3,1
1359,26,2,22000,610,8000,36,2,0.6,0
1360,59,0,105000,740,120000,108,3,0.22,1
1361,51,1,90000,750,28000,72,0,0.25,1
1362,23,2,9000,560,2500,24,2,0.49,0
1363,39,1,70000,715,18000,48,5,0.3,1
1364,66,0,170000,840,140000,120,3,0.07,1
1365,22,2,18000,640,7000,48,2,0.32,0
1366,41,3,2000,400,200,12,4,0.75,0
1367,30,1,62000,690,20000,48,0,0.36,0
1368,52,0,87000,720,20000,72,3,0.25,1
1369,67,3,0,320,500,12,5,0.8,0
1370,55,1,310000,790,120000,120,0,0.24,1
1371,43,0,79000,670,25000,48,1,0.34,1
1372,44,0,146747,769,72000,96,1,0.29,1
1373,30,0,54000,670,14000,36,5,0.42,0
1374,42,0,75000,640,40000,84,5,0.45,0
1375,66,1,40000,580,7000,36,1,0.58,0
1376,43,0,105000,770,50000,72,0,0.19,1
1377,26,1,38000,590,12000,36,5,0.55,0
1378,68,3,2000,480,1500,12,4,0.65,0
1379,62,0,75000,690,35000,84,1,0.3,1
1380,50,0,105000,790,65000,96,3,0.18,1
1381,40,0,135000,780,35000,48,3,0.26,1
1382,27,2,8000,560,4000,24,2,0.34,0
1383,50,0,110000,815,45000,84,3,0.13,1
1384,59,1,160000,800,80000,108,3,0.17,1
1385,49,1,100000,750,35000,60,3,0.21,1
1386,51,1,45000,610,25000,72,1,0.55,0
1387,56,0,98000,710,15000,24,4,0.18,1
1389,24,2,0,680,20000,120,2,0.1,1
1390,29,0,87700,740,26300,60,0,0.22,1
1391,27,1,45000,630,22000,48,0,0.51,0
1392,63,0,38000,530,15000,24,5,0.6,0
1393,30,3,0,300,100000,36,4,0.77,0
1394,52,0,90000,760,28000,60,4,0.27,1
1395,37,0,82000,745,28000,60,3,0.29,1
1396,30,0,52000,640,11000,36,1,0.41,0
1397,23,2,12000,580,4000,24,2,0.3,1
1398,24,3,5000,530,8000,48,5,0.8,0
1399,28,3,4000,420,2500,36,5,0.69,0
1400,68,1,90000,710,50000,84,3,0.28,1
1401,29,2,0,550,1000,12,5,0.45,0
1402,50,0,90000,700,28000,60,1,0.29,1
1403,45,0,70000,680,35000,84,3,0.38,1
1404,32,0,57000,675,14000,36,5,0.37,0
1405,58,0,125000,790,15000,12,3,0.15,1
1406,33,1,70000,690,20000,60,4,0.31,1
1407,51,0,75000,660,18000,48,1,0.37,0
1408,31,3,8000,530,3000,12,4,0.42,0
1409,25,0,45000,640,15000,48,1,0.4,0
1410,27,2,18500,615,8000,36,2,0.35,1
1411,34,0,72000,705,20000,60,3,0.35,1
1412,31,0,48000,650,25000,60,4,0.42,0
1413,47,3,0,330,500,12,5,0.79,0
1414,26,2,7000,400,2500,12,5,0.15,0
1415,50,1,115000,790,90000,96,0,0.17,1
1416,32,0,52000,560,15000,48,1,0.39,0
1417,68,0,145000,830,75000,108,3,0.16,1
1418,61,0,60000,620,32000,72,4,0.53,0
1419,40,0,88000,720,45000,72,1,0.28,1
1420,43,0,78000,720,15000,60,3,0.22,1
1421,66,0,150000,840,65000,120,1,0.1,1
1422,56,3,7000,440,1800,20,4,0.63,0
1423,32,0,55000,660,22000,60,1,0.37,0
1424,67,3,0,300,500,12,5,0.01,0
1425,40,0,75000,730,50000,60,1,0.58,0
1426,21,2,20000,600,6000,24,2,0.3,1
1427,33,3,10000,520,7000,36,1,0.72,0
1428,30,0,56000,670,15000,36,1,0.36,0
1429,51,0,98000,740,29400,84,3,0.22,1
1430,68,0,75000,720,20000,36,2,0.28,1
1431,32,0,52000,630,16000,48,3,0.46,0
1432,34,1,50000,640,12000,60,0,0.48,0
1433,29,0,93000,755,25000,36,3,0.27,1
1434,52,1,150000,770,70000,96,0,0.2,1
1435,61,1,185700,820,92900,120,3,0.12,1
1436,27,3,10000,500,2500,24,5,0.65,0
1437,40,1,82000,730,20000,72,3,0.26,1
1438,39,0,75000,680,30000,60,1,0.48,1
1439,33,0,105000,770,52000,84,3,0.2,1
1440,23,2,2000,560,1500,18,5,0.09,0
1441,51,3,4000,420,1200,12,4,0.7,0
1442,69,1,300000,850,70000,96,0,0.08,1
1444,48,0,95000,750,25000,84,1,0.28,1
1445,34,1,40000,560,35000,60,5,0.6,0
1446,32,3,100,400,1000,12,4,0.77,0
1447,40,1,105000,740,40000,84,5,0.21,1
1448,30,1,40000,620,8000,36,1,0.47,0
1449,33,0,65000,660,30000,60,1,0.45,0
1450,21,3,1000,400,2000,12,5,0.78,0
1451,39,1,180000,820,100000,96,0,0.18,1
1452,56,1,175000,815,90000,120,0,0.2,1
1454,33,0,64000,695,16000,48,4,0.33,1
1455,26,2,10000,550,2000,30,5,0.59,0
1456,53,0,115000,830,48000,96,3,0.12,1
1457,30,0,55000,620,10000,36,3,0.45,0
1459,63,0,170000,810,20000,24,5,0.11,1
1460,49,0,135000,780,25000,36,5,0.12,1
1461,62,1,130000,820,90000,120,0,0.17,1
1462,69,1,40000,530,9000,24,4,0.67,0
1463,29,1,75000,710,23000,72,3,0.3,1
1464,29,0,40000,600,7000,48,2,0.48,0
1465,40,0,87000,745,33000,66,3,0.24,1
1466,55,0,110000,830,45000,96,3,0.15,1
1467,64,2,2000,470,800,12,5,0.68,0
1468,68,0,135000,800,67500,96,3,0.16,1
1470,39,0,73000,710,22000,36,5,0.28,1
1471,39,1,58000,610,35000,72,0,0.65,0
1472,54,0,95000,775,49000,96,5,0.11,1
1473,68,0,130000,840,55000,120,3,0.16,1
1474,39,3,5000,450,2000,24,5,0.65,0
1475,22,2,8000,580,2500,24,5,0.5,0
1476,30,0,54000,665,12000,48,5,0.4,0
1477,37,0,75000,700,16000,60,4,0.26,1
1478,46,1,130000,770,60000,84,3,0.27,1
1479,32,3,8000,480,2500,24,5,0.68,0
1480,58,1,190000,800,90000,120,3,0.15,1
1481,48,0,95000,700,45000,72,2,0.27,1
1482,40,0,88000,685,20000,48,3,0.31,1
1484,53,1,91000,760,28000,72,3,0.22,1
1485,36,1,55000,580,50000,60,0,0.52,0
1486,35,1,120000,780,100000,96,3,0.17,1
1487,49,0,95000,760,28500,84,3,0.24,1
1488,25,2,8000,605,6000,24,2,0.62,0
1489,47,1,110000,780,55000,72,0,0.28,1
1490,50,0,72000,640,40000,48,1,0.58,0
1491,21,2,0,680,15000,84,2,0.75,0
1492,36,1,80000,610,60000,84,1,0.52,0
1493,38,0,75000,670,20000,48,1,0.4,1
1494,52,3,3000,390,1200,12,5,0.7,0
1495,44,3,12000,480,7000,36,4,0.8,0
1496,32,0,48000,680,15000,48,1,0.31,1
1497,25,1,35000,610,7000,48,5,0.43,0
1498,36,0,80000,750,24000,72,1,0.27,1
1499,63,0,140000,830,170000,120,3,0.17,1
1500,29,0,65000,670,18000,48,1,0.36,1
1501,37,0,95000,740,22000,48,3,0.28,1
1502,64,3,2000,330,700,12,5,0.76,0
1503,34,2,12000,640,6000,24,2,0.4,1
1504,37,0,80000,670,55000,60,1,0.68,0
1505,28,1,120000,780,40000,60,0,0.18,1
1506,26,3,0,510,3000,12,5,0.8,0
1508,62,0,135000,770,80000,96,5,0.3,1
1509,21,3,0,505,6000,36,4,0.78,0
1510,32,0,53000,600,14000,36,1,0.47,0
1511,39,0,72000,705,19000,48,5,0.33,1
1513,24,2,12800,570,3800,48,2,0.48,0
1514,35,0,120000,790,30000,60,1,0.18,1
1515,66,0,80000,710,20000,36,4,0.29,1
1516,28,2,8000,550,500,24,4,0.05,1
1517,28,1,42000,610,18000,48,1,0.41,0
1518,39,2,8500,570,2600,24,2,0.54,0
1519,43,0,82000,650,30000,48,1,0.45,0
1520,42,0,155000,815,55000,72,1,0.24,1
1521,30,3,0,390,1000,12,5,0.7,0
1522,58,1,85000,710,25000,72,1,0.29,1
1523,39,1,40000,620,18000,48,5,0.52,0
1524,49,1,88000,740,30000,72,4,0.28,1
1525,53,0,105000,760,35000,96,1,0.23,1
1526,46,1,80000,700,28000,48,0,0.3,1
1527,36,0,72000,660,25000,60,4,0.43,0
1528,54,0,78000,710,20000,48,5,0.29,1
1529,48,0,87000,730,22000,48,5,0.27,1
1530,38,0,70000,680,35000,72,3,0.31,1
1531,30,0,40000,580,15000,36,5,0.55,0
1532,22,2,8000,610,10000,48,2,0.68,0
1533,25,1,35000,610,20000,48,0,0.53,0
1534,37,0,60000,660,25000,60,1,0.38,1
1535,33,3,12000,580,5000,24,4,0.55,0
1536,62,1,220000,830,60000,72,0,0.11,1
1537,39,0,65000,660,11000,48,1,0.42,1
1538,56,0,90000,750,25000,36,3,0.25,1
1539,32,0,68000,665,28000,60,5,0.43,0
1540,61,1,144793,799,152912,96,0,0.06,1
1541,55,1,160000,820,85000,120,3,0.19,1
1542,25,2,12000,570,4500,24,2,0.5,0
1543,29,0,92000,710,20000,36,5,0.22,1
1544,23,2,15000,650,5000,24,2,0.1,1
1545,58,1,118000,810,59000,120,5,0.17,1
1546,61,0,110000,770,22000,95,1,0.19,1
1547,34,1,75000,690,16000,36,0,0.34,1
1548,46,0,85000,750,22000,84,3,0.2,1
1549,63,0,100000,760,40000,84,3,0.17,1
1550,40,0,68000,670,17000,48,1,0.32,1
1551,50,1,150000,788,39000,96,3,0.16,1
1552,21,2,0,630,20000,96,2,0.0,0
1553,37,0,82000,705,22000,48,1,0.34,1
1554,26,1,85000,710,20000,36,1,0.16,1
1555,63,3,0,300,1000,12,5,0.79,0
1556,26,0,60000,670,25000,60,3,0.42,0
1557,22,2,13000,620,2800,24,2,0.27,1
1558,40,0,82000,720,20000,36,1,0.3,1
1559,48,0,98000,810,38000,72,3,0.16,1
1560,48,1,70000,690,32000,60,5,0.37,1
1561,25,0,40000,580,20000,48,1,0.33,0
1562,46,1,180000,820,50000,60,5,0.22,1
1563,34,2,11000,570,2200,36,4,0.37,0
1564,32,3,0,300,500,12,5,0.8,0
1565,66,0,95000,650,45000,60,4,0.49,0
1566,29,0,48000,700,10000,36,4,0.3,1
1567,36,1,66000,705,18000,48,0,0.32,1
1568,50,1,88000,745,26000,72,0,0.27,1
1569,33,0,75000,640,70000,84,3,0.5,0
1570,29,0,58000,660,20000,36,3,0.37,1
1571,38,1,70000,670,18000,72,3,0.36,1
1572,58,1,95000,660,40000,60,0,0.41,0
1573,50,1,160000,830,55000,120,0,0.08,1
1574,20,2,0,320,500,12,2,0.02,0
1575,40,0,140000,790,50000,60,3,0.26,1
1576,42,0,90000,730,40000,72,3,0.26,1
1577,46,0,60000,690,18000,48,5,0.29,1
1578,66,0,50000,680,13000,40,1,0.31,1
1579,65,0,90000,760,38000,60,1,0.24,1
1580,30,1,70000,680,15000,36,1,0.37,1
1581,39,0,95000,800,30000,72,1,0.15,1
1582,55,0,120000,800,100000,120,3,0.15,1
1583,66,2,1500,380,500,12,5,0.75,0
1584,65,0,110000,790,30000,60,1,0.26,1
1585,67,3,8500,480,1500,12,4,0.65,0
1586,32,3,8000,520,2000,24,5,0.55,0
1587,27,2,2500,420,1000,12,5,0.08,0
1588,44,0,100000,780,50000,96,3,0.19,1
1589,36,1,95000,750,50000,60,0,0.22,1
1590,35,0,66000,695,17000,48,2,0.36,1
1591,37,1,90000,680,30000,48,0,0.31,1
1592,40,1,100000,740,50000,84,0,0.2,1
1593,52,0,200000,830,50000,60,3,0.19,1
1594,54,0,85000,700,25000,60,2,0.35,1
1595,54,0,85000,640,70000,84,3,0.53,0
1596,46,0,92000,760,30000,48,3,0.22,1
1597,33,0,75000,720,15000,24,4,0.28,1
1598,30,1,40000,600,15000,36,0,0.49,0
1599,70,0,98000,750,10000,24,3,0.2,1
1600,28,0,40000,640,12000,60,2,0.45,0
1601,34,2,25000,675,20000,72,2,0.47,0
1602,59,0,170000,835,80000,120,3,0.09,1
1604,65,1,30000,490,7000,24,5,0.72,0
1605,39,0,78000,650,20000,36,3,0.38,0
1606,49,0,115000,810,48000,72,3,0.21,1
1607,26,2,25000,690,10000,48,2,0.3,1
1608,30,2,12000,655,8000,48,5,0.25,1
1609,35,2,20000,630,5000,36,2,0.22,1
1610,20,2,3000,400,600,12,4,0.72,0
1611,53,1,95000,695,30000,60,0,0.38,1
1612,25,1,38000,640,11400,48,1,0.43,1
1613,30,3,2000,450,500,12,5,0.69,0
1614,59,0,52000,670,14000,42,4,0.34,1
1615,48,1,55000,610,30000,60,0,0.55,0
1616,60,0,100000,790,75000,120,3,0.2,1
1617,39,1,40000,560,20000,36,1,0.61,0
1618,37,0,150000,580,50000,60,1,0.3,0
1619,30,0,75000,630,35000,60,3,0.45,1
1620,60,3,12000,520,10000,48,1,0.55,0
1621,32,3,8000,540,4000,24,5,0.7,0
1622,22,3,0,300,500,12,4,0.8,0
1623,42,0,72000,715,15000,36,1,0.31,1
1624,50,3,0,320,1000,12,4,0.75,0
1625,46,0,72000,700,15000,36,4,0.33,1
1626,68,3,0,310,500,12,4,0.8,0
1627,52,0,135000,805,220000,120,3,0.14,1
1628,22,2,15000,670,10000,36,2,0.2,1
1629,49,1,160000,810,85000,108,0,0.14,1
1630,55,0,140000,820,70000,120,0,0.1,1
1631,24,2,12000,590,4000,24,5,0.4,0
1632,61,1,45000,600,20000,60,4,0.5,0
1633,26,2,15000,580,10000,60,2,0.59,0
1634,33,3,0,310,700,12,4,0.79,0
1635,26,2,11210,605,6179,30,2,0.28,1
1636,31,0,55000,660,25000,60,1,0.45,0
1637,44,0,92000,730,35000,84,1,0.27,1
1638,68,3,8000,530,10000,36,4,0.76,0
1639,26,2,12000,590,4000,12,2,0.38,0
1640,54,3,22000,620,10000,36,4,0.4,0
1641,32,0,95000,720,30000,48,3,0.26,1
1642,33,1,70000,670,19000,48,0,0.3,1
1643,58,1,70000,695,30000,84,0,0.33,1
1644,25,2,5000,630,10000,48,2,0.75,0
1645,66,1,82000,590,45000,84,1,0.59,0
1646,64,0,135000,830,40000,120,0,0.1,1
1647,43,1,70000,650,25000,60,1,0.49,0
1648,43,1,112345,715,22469,105,0,0.21,1
1649,57,1,88000,705,40000,72,3,0.29,1
1650,29,0,95000,720,45000,60,2,0.32,1
1651,65,3,7000,460,1500,12,5,0.7,0
1652,28,2,12000,600,6000,24,2,0.18,1
1653,46,1,115000,770,38000,108,3,0.21,1
1654,37,1,70000,705,18000,48,0,0.35,0
1655,33,2,7000,570,1500,12,5,0.5,0
1657,58,0,55000,630,50000,60,4,0.65,0
1658,53,1,110000,760,50000,84,3,0.23,1
1659,69,0,61000,660,35000,60,4,0.55,0
1660,29,1,45000,720,30000,48,0,0.28,1
1661,33,1,55000,650,10000,24,3,0.42,1
1662,48,0,67890,725,10000,36,5,0.29,1
1663,21,3,2000,400,1500,12,5,0.72,0
1664,39,3,12000,590,8000,30,4,0.6,0
1665,37,1,100000,750,70000,96,5,0.25,1
1666,68,0,95000,770,15000,24,4,0.16,1
1667,23,2,5000,520,2000,12,5,0.6,0
1668,49,1,55000,585,30000,60,0,0.58,0
1669,69,0,115430,790,23086,50,0,0.16,1
1670,27,2,5000,480,2000,12,5,0.6,0
1671,31,0,38000,590,10000,36,1,0.48,0
1672,49,0,88000,740,22000,72,3,0.29,1
1673,62,0,75000,710,10000,12,5,0.15,1
1674,33,0,70000,690,23000,60,3,0.31,1
1675,45,0,85207,756,60350,72,3,0.21,1
1676,62,0,130283,695,45981,72,1,0.41,1
1677,26,0,52000,710,15000,36,3,0.29,1
1678,62,0,70000,670,25000,60,1,0.51,0
1679,50,0,136224,780,102434,72,3,0.33,1
1680,28,0,49000,650,14000,48,5,0.44,0
1681,60,0,160000,810,95000,120,3,0.22,1
1682,35,2,20000,580,8000,48,2,0.45,0
1683,60,0,145000,820,72000,120,3,0.1,1
1684,23,2,8000,630,2000,24,2,0.26,1
1685,55,1,50000,600,10000,48,5,0.45,1
1686,20,2,0,600,8000,120,2,0.5,0
1687,59,0,70000,550,35000,60,1,0.7,0
1688,65,0,150000,820,120000,120,3,0.08,1
1689,34,0,98000,780,25000,48,3,0.21,1
1690,67,3,500,360,0,12,5,0.05,0
1691,68,1,80000,650,24000,65,1,0.42,1
1692,58,0,90000,750,45000,84,3,0.22,1
1693,44,0,92000,740,46000,72,3,0.23,1
1694,54,3,6000,460,3500,24,5,0.68,0
1695,63,0,119332,716,59039,84,1,0.33,1
1696,47,0,139981,727,69046,60,3,0.3,1
1697,48,0,78000,710,22000,60,1,0.33,1
1698,35,1,65000,710,28000,60,1,0.29,1
1699,61,2,12000,560,2500,24,2,0.5,0
1700,27,2,8000,550,4000,24,2,0.3,0
1701,56,0,75000,715,28000,60,1,0.29,1
1702,33,0,105000,740,60000,84,5,0.35,1
1703,37,1,110000,720,45000,60,1,0.26,1
1704,43,1,110000,770,33000,84,0,0.23,1
1705,34,3,4000,470,1500,24,4,0.7,0
1707,30,0,62000,695,15000,36,4,0.25,1
1708,52,1,80000,710,30000,48,0,0.26,1
1709,35,1,40000,630,10000,36,1,0.52,0
1710,33,0,55000,630,25000,72,3,0.48,0
1711,34,0,65000,670,15000,48,2,0.44,1
1712,22,2,8000,550,5000,18,2,0.71,0
1713,59,0,112000,770,40000,96,1,0.17,1
1714,68,0,72000,700,12000,24,4,0.2,1
1715,50,0,110450,780,55225,120,1,0.22,1
1716,42,1,150000,770,50000,60,0,0.28,1
1717,33,0,70000,700,22000,72,4,0.28,1
1718,32,3,6000,400,1200,18,5,0.6,0
1719,23,3,0,350,500,12,4,0.79,0
1720,56,1,140000,670,80000,84,3,0.55,0
1721,31,0,56000,670,15000,36,1,0.36,0
1722,31,3,9000,610,10000,24,4,0.4,0
1723,36,0,71000,715,19000,48,3,0.3,1
1724,33,0,64000,700,15000,48,4,0.31,1
1725,29,0,58000,650,22000,60,1,0.46,0
1726,41,0,65000,670,30000,60,1,0.4,0
1727,60,0,190000,845,95000,120,3,0.07,1
1728,27,2,8000,550,5000,36,5,0.3,0
1730,63,3,9000,560,5000,24,4,0.67,0
1731,25,2,20000,620,8000,36,2,0.28,1
1732,58,1,130000,810,65000,120,0,0.12,1
1733,55,0,99000,765,31000,96,1,0.2,1
1734,31,1,60000,660,40000,84,0,0.39,1
1735,27,3,0,550,3000,12,5,0.8,0
1736,52,0,110000,775,120000,96,3,0.26,1
1737,30,2,18000,620,7500,24,2,0.23,1
1738,40,0,72000,710,20000,60,1,0.29,1
